folder,ra_deg,dec_deg,gmag
TRES-1,286.31785409767497,37.07251087283748,10.829936981201172
TRES-1,286.70777069123267,36.70488131515918,10.84941577911377
TRES-1,285.71337723629824,36.16378261050033,10.87889289855957
TRES-1,285.88246331572293,36.82510973262445,10.900635719299316
TRES-1,285.7293654976741,36.37353699784247,10.916632652282715
TRES-1,286.09238598959985,36.694934982072816,10.948012351989746
TRES-1,285.6108791134156,36.610326091798925,10.953312873840332
TRES-1,285.9176637009564,37.04306094287395,10.958505630493164
TRES-1,286.55798044399376,36.34574421743741,10.961148262023926
TRES-1,285.8979408137069,36.919666861492644,10.979857444763184
TRES-1,285.96608435232383,36.98393867367014,10.98448657989502
TRES-1,286.083565098708,36.16254920836981,10.988911628723145
TRES-1,286.40884454237016,36.93897353325266,10.99101734161377
TRES-1,285.8729909985513,36.81045136117914,11.024069786071777
TRES-1,286.1809896764583,36.83992826235145,11.026199340820312
TRES-1,286.131115482108,36.65574967891832,11.03046989440918
TRES-1,285.6959739516425,36.31468531396816,11.036744117736816
TRES-1,285.86324836839935,36.26718631082376,11.08266544342041
TRES-1,285.74799038678486,36.27586539385162,11.083796501159668
TRES-1,285.8967955124803,36.67355813630555,11.114762306213379
TRES-1,285.8843329743916,36.56180428342364,11.141911506652832
TRES-1,286.1128999742757,36.14367832298436,11.164557456970215
TRES-1,285.6130041546328,36.722077079726134,11.169748306274414
TRES-1,286.44725997583896,36.93474819029178,11.174221992492676
TRES-1,285.9929241599911,36.45436295451328,11.175077438354492
TRES-1,286.05833227632144,36.2079774999868,11.183913230895996
TRES-1,285.7295807862049,36.2846813731028,11.204811096191406
TRES-1,286.0893116760285,36.294607314447745,11.23963737487793
TRES-1,286.0440371135512,36.64461627882437,11.270173072814941
TRES-1,286.3887786649865,36.56587036339938,11.275694847106934
TRES-1,286.23725698278474,36.67665022145533,11.283049583435059
TRES-1,285.9846803559929,36.99355551440248,11.296709060668945
TRES-1,285.8653918580587,36.398831516055616,11.299030303955078
TRES-1,285.6272810772372,36.42847188601321,11.315258979797363
TRES-1,285.97517171667096,36.498367455701995,11.330491065979004
